token_hi,token_en
लोकमानया,Lokmanya
मलिहा,Maliha
टोटी,tap
मनसाराम,Mansaram
सचिन,Sachin
तुमि,Tumi
विलगाव,separation
डेल्को,Delco
मेप,map
कुरमी,Kurmi
ओडेर,Oder
प्रगतिवादी,progressive
शैख़,Sheikh
छड़ियों,rods
चकी,Chakki
रेखाओं,lines
न्यूरोसर्जन,neurosurgeon
पश्चपाद,hindlimb
कैरियरों,careers
मसाई,Masai
उपभोक्तावाद,consumerism
उखड़,uprooted
ब्रॉडवे,Broadway
सरदी,cold
विन्स्टन,Winston
होऊंगा,willbe
नाइक्रोम,nichrome
६४०,640
तिरुअनन्तपुरम्,Thiruvananthapuram
जनकला,folkart
हरीश,Harish
सन्तुलित,balanced
रेक्टिफायर,rectifier
पीज़,peas
एएवी,AAV
हंचबैक,hunchback
प्रकाशनी,publication
वोलंटियर,volunteer
सुधारकर,improved
सोथो,Sotho
विपणन,marketing
आंनद,Anand
बरेली,Bareilly
१०३२,1032
जता,express
व्याकरणों,grammars
ग्रैंड,grand
पीडब्ल्यूसी,PWC
पैड़ियों,steps
जीर्ण,dilapidated
अतिवृष्टि,flooding
जीतने,winning
मलिनता,impurity
ऋणग्रस्त,indebted
शरीया,Sharia
फ़ाइव,five
चिमेरा,chimera
कापरी,Kapri
गेंग,Gang
त्रिभाषी,trilingual
चीरकलिक,Chirkalik
अप्राप्य,inaccessible
खड़ग,sword
जोतते,plow
मातुल,uncle
एयूसी,AUC
ऐनालिसिस,analysis
१५५,155
खौफनाक,horrifying
ख़ोव्स्गोल,Khovsgol
पुरालेखित,archived
कृषिका,farmer
युद्धस्थल,battlefield
सुकुमारन,Sukumaran
अगिन,fire
एरेना,Arena
फुलेरा,Phulera
कपिल,Kapil
रेटिना,retina
सैरोस,Saros
सेंट,cent
पंतनगर,Pantnagar
लार,saliva
ओलिगोडॉनशिया,Oligodontia
ऐलेक्स,Alex
डैड,dad
ममत्व,motherhood
कूलॉम्ब,coulomb
संवाहिका,conductor
सबमिट,submit
समया,time
सहज,effortless
पनवेल,Panvel
डार्न्ले,Darnley
जलवा,glamour
विओला,Viola
शु,Shu
प्रतिष्ठात्मक,prestigious
धनानंद,Dhanananda
छांव,shade
सरमा,Sarma
कम्यूटेटर,commutator
विशय,subject
मरोड़,cramp
बुटिक्स,boutiques
यमी,Yami
छात्र,student
गर्भाषय,uterus
कुशद्वीप,Kushdweep
पद्मदुर्ग,Padmadurg
४०६,406
टीलों,dunes
ज्वालाप्रसाद,Jwalaprasad
फॉर्मूला,formula
गुच्छेदार,clustered
नामंकित,nominated
इंद्रराज,Indraraj
न्युरोटिक,neurotic
शेरगिल,Shergill
मएर,Maer
योगिनीहृदय,Yoginihriday
पुनर्निर्वाचित,reelected
तिगुना,triple
प्रसन्न,happy
बदने,changing
निर्माणों,constructions
एनायन,anion
निहारा,gazed
रिठायत,Rithayat
मुहाँसे,acne
सिमलखाँ,Simalkhan
आंकड़ों,data
सूर्यकिरणों,sunrays
मोर,peacock
घोला,dissolved
प्रहलाद,Prahlad
जीवनानंद,Jibanananda
रेखाएँ,lines
संघा,Sangha
एडमण्टन,Edmonton
घासदार,grassy
भूनकर,roasted
रिएक्शन,reaction
गुदामार्ग,anus
६२२,622
पिये,drank
शिरपुर,Shirpur
चोटिल,injured
त्रिभुजों,triangles
लोकमत,publicopinion
प्रतिचुम्बकीय,antimagnetic
सारिपुत्त,Sariputta
बलवीर,Balveer
लुबना,Lubna
बिताते,spend
रिसाला,Risala
रामकुंड,Ramkund
महोत्सवों,festivals
परहित,welfare
गूगलप्लेक्स,Googleplex
२७८३,2783
वासुपूज्य,Vasupujya
मबुहाय,Mabuhay
लड़ियाँ,strings
रैम्स,Rams
चिल्लाना,scream
आड्डा,Adda
जेतवन,Jetavana
गणितज्ञ,mathematician
जहालत,ignorance
अल्ट्रासाउण्ड,ultrasound
नदीन,Nadeen
रखतीं,keep
मिसिसॉगा,Mississauga
सुसमाचार,gospel
सटी,accurate
सहजीवी,symbiotic
मुख्यद्वार,mainentrance
स्टिफनेट,stifnet
जननेन्द्रिय,genital
रामकृष्ण,Ramakrishna
किनारा,shore
सैंतोरो,Santoro
एरिजोना,Arizona
मैथियास,Mathias
मूलगंध,Moolgandh
राईम्स,Rimes
बथुआ,bathua
सदाबहार,evergreen
पापड,papad
प्रतिक्रियाशीलता,reactivity
बदायूँ,Budaun
चिड़ावा,Chirawa
प्रदीप्त,illuminated
सेउटा,Ceuta
अर्माडा,Armada
छंद,meter
बेशर्म,shameless
इंडोचाइना,Indochina
अर्गली,argali
निवाड़ी,Niwari
जूनून,passion
प्रवृत्तियों,tendencies
हीमोलिटिक,hemolytic
वाफ्फेन,Waffen
१७०९,1709
बुकमार्कलेट,bookmarklet
प्रलेखन,documentation
फिरकर,returning
कोपोला,Coppola
सामंतवाद,feudalism
डेकन,Deccan
अनन्तर,afterward
जर्नीमैन,journeyman
सर्फ़िंग,surfing
मनाकर,refusing
मोल्दाविया,Moldavia
मेलबॉर्न,Melbourne
नार्को,narco
खानभारतीय,Khanbhartiya
राजपूत,Rajput
सत्तारूढ,ruling
२४९५,2495
आवेशक,inductor
खींचकर,pulling
एण्डी,Andy
सारिपुत्र,Sariputra
१५२७,1527
ऐरोली,Airoli
मोलिये,pricing
खोया,lost
ब्रैंड,brand
बातें,talks
सिनेमास्कोप,Cinemascope
लोकों,people
सैंडबॉक्स,sandbox
चक्रपाणी,Chakrapani
संबैधानिक,constitutional
अदालतें,courts
लेप,coating
नयेपन,novelty
टोटोनैक,Totonac
तोरण,arch
मीटरवेव,microwave
रैफरी,referee
गालक,galax
क्रॉम्वेल,Cromwell
फ़्रेम,frame
रुपों,forms
समतुल्य,equivalent
दहलाने,terrifying
बचाएगा,save
रस्सों,ropes
बर्त्तनों,utensils
सिंकदर,Sikandar
असंवेदक,insensitive
उत्तराचंल,Uttarakhand
विमेन,women
प्रतिरोधों,resistances
कुलिश,Kulish
जहाजपुर,Jahazpur
अधोबिंदु,subscript
रोटावायरस,rotavirus
प्राध्यापन,professorship
मुकाबला,competition
मातृभाषाएँ,mothertongues
वैराज,Vairaj
सपिंड,Sapinda
दबोचने,grabbing
मेकेनिक,mechanic
धोवन,washing
हॉलीवुड,Hollywood
इंस्‍पायर,inspire
बारामती,Baramati
लैम,LAM
कैर,Cair
छमता,capacity
सरस,juicy
काकीनाड़ा,Kakinada
कड़ाई,strictness
ऐक्स्प्रैस,express
लासेटर,Lasseter
हिमवर्ष,snowfall
यक़ीन,belief
बिल्बो,Bilbo
पम्दा,Pamda
नकेल,bridle
उत्तानपाद,Uttanapada
८,8
परीक्षित्,Parikshit
साहिबज़ादे,Sahibzade
नोवालिस,Novalis
सिड्नी,Sydney
अध्यान,study
कूदो,jump
मेसोपोटेमिया,Mesopotamia
चित्तौडगढ़,Chittorgarh
अंतर्युति,interjunction
१४९,149
भोगते,suffering
कबीलों,tribes
दरारों,cracks
कारागृह,prison
कोम्टे,Comte
गूढ़लेख,cryptogram
सीसर,Caesar
पिकरिंग,Pickering
विस्फोटी,explosive
बदख़्शान,Badakhshan
भरपूर,abundant
लायी,brought
चौराहे,crossroads
दोरनोद,Dornod
स्पुटनिक,Sputnik
हार्मोनों,hormones
राजगीर,Rajgir
श्रमिकों,workers
अनुवांशिकता,genetics
हंगर,hunger
डेटलाइन,dateline
किंगफ़िशर,Kingfisher
युग्मक,gamete
निम्नबल,lowforce
रिफ़ॉर्म,reform
कामेश्वर,Kameshwar
खुलता,opens
१३५९,1359
चॉप,chop
रासयनिक,chemical
दाडमी,Dadmi
शशि,Shashi
हेतू,cause
पेंटिग्स,paintings
रहस्यवाद,mysticism
इनस्विंगर,inswinger
रेखांकित,underlined
एंग्लिया,Anglia
उपासक,devotee
पॉण्टस,Pontus
वेंडेट्टा,vendetta
आउटलूक,outlook
वंश,dynasty
दबायें,press
ऐमा,Aima
भटूरा,bhatura
कॉलिज,college
जनसामान्य,masses
२१६,216
तथागतगर्भ,Tathagatgarbha
जुडकर,joined
हर्ज़,damage
सप्तपदी,Saptapadi
त्रिकोणमित्तीय,trigonometric
एसके,SK
२०१८,2018
ट्रिपल्स,triples
वर्साय,Versailles
केआईए,KIA
बर्फ़ी,barfi
न्यूटनीय,Newtonian
सॉफ्टवेअर,software
नोएडा,Noida
माल्मो,Malmo
तहमीना,Tahmeena
श्याक,Shyak
धोरा,dune
नाचने,dancing
बटुक,young
नायब,deputy
विश्वभानु,Vishvabhanu
ग्लासरी,glossary
ओकिनावान,Okinawan
बौतडी,Bautadi
सामथ्र्य,capability
बैकिंग,backing
क्रिप्लर,crippler
भाटों,Bhatos
मेटर,meter
कोटी,Koti
उड़ाए,flew
रक्शा,Raksha
सुसी,Susi
ख़़ुद,self
निल्स,Nils
धौरहरा,Dhaurahra
बॉयलर,boiler
होजाती,happens
एसीसीए,ACCA
अमरकंटक,Amarkantak
सम्‍पुट,bracket
छठवीं,sixth
फाइनान्स,finance
पिआनो,piano
काल्ट,cult
ध्येयनिष्ठ,devoted
भारधारी,bearer
ज़ैतून,olive
मोन्स,Mons
फिदा,infatuated
दस्तकारी,craft
संवर्धित,enhanced
दुकैती,robbery
कालसर्प,Kalsarpa
जिका,Zika
सूइयाँ,needles
भरोसा,trust
पोलियोवायरस,poliovirus
करूँ,do
नाटे,short
गंधहीन,odorless
रैंजर,ranger
जमाड,Jamad
अत्यन्त,extreme
कुथबर्ट,Cuthbert
बी०ए०,BA
लक्ष्मीबाई,Lakshmibai
किशनगंज,Kishanganj
निंद्रा,sleep
आच्छन्न,covered
चालकों,drivers
तबादला,transfer
क्वार्टजाइट,quartzite
रजक,Rajak
शांगरी,Shangri
पत्रिकाएं,magazines
अंशदान,contribution
क्रीडाओं,sports
टेसू,Tesu
शनि,Saturn
उँचे,tall
मंहगी,expensive
मिस्टीरियो,Mysterio
हारे,defeated
स्तुतिगान,praise
रेलगाड़ियाँ,trains
संक्रान्ति,transition
लच्छा,Lachha
माहोल,environment
डीलडौल,physique
खनित्र,digger
माइकोप्लाज्मा,mycoplasma
सोपस्टोन,soapstone
सेवियर,savior
४४९,449
वग,Vag
किन्नरों,eunuchs
बाल्टियों,buckets
ढेंढ़,Dhendh
टेम्पलर,Templar
विभागो,departments
लिफ्टर,lifter
पावो,Pavo
दाशगुप्ता,Dashgupta
रेंडम,random
इनुइट,Inuit
गौडी,Gaudi
यूआई,UI
केपकॉम,Capcom
लुआंडा,Luanda
नीतिपरक,ethical
स्‍टीवर्ट,Stewart
हिरोहितो,Hirohito
कोएमन्,Koeman
हुकुम,order
संसाध्नों,resources
सूचनाओं,information
हेरलड्री,heraldry
दसरथ,Dasaratha
फ़्रिक्वेंसी,frequency
मीलीलीटर,milliliter
वल्लरी,Vallari
यूरामेरिका,Euramerica
उद्भासित,emitted
वर्जिन,virgin
दिखाती,shows
कुमारन,Kumaran
शब्दाडंबर,pomp
व्लादीमीर,Vladimir
विष्णुसिंह,Vishnusingh
गाजीउद्दीन,Ghaziuddin
काँसे,bronze
डेवीस,Davis
जीभों,tongues
पेयजल,drinking
लगायी,planted
पद्मनाभस्वामी,Padmanabhaswamy
देवाधिदेव,Devaadidev
याति,Yati
मेसोथेलिओमा,mesothelioma
आंगिरस,Angiras
हेब्दो,Hebdo
देखन,seeing
प्रिंटर्स,printers
मदनपल्ली,Madanapalle
अतिसूक्ष्मदर्शी,microscopic
लेवी,Levi
लाइफ़,life
पूग,Pug
अप्रवासन,emigration
जुटाये,collected
पिचके,sunken
हिण्डौन,Hindaun
सानडी,Sandy
बहिया,Bahiya
रिद्धिमान,Riddhiman
खीरे,cucumber
स्कोरों,scores
सडियाताल,Sadiyatal
कूह,gorge
बीस्ट,beast
महीधर,Mahidhar
बोग्डैनोव,Bogdanov
आंकिक,numeric
आर्कियोलॉजी,archaeology
बोस्टन,Boston
ईस्लाम,Islam
यशवंतराव,Yashwantrao
मेंज,Mainz
शामन,shaman
मांकड़,Mankad
ऋक्संहिता,Rigveda
बज़्म,assembly
समीती,committee
विज़िटिंग,visiting
लोरिसिडाए,Lorisidae
किन्तु,but
जारीकर्ताओं,issuers
चूहों,mice
विकि,wiki
पर्सनल,personal
ब्रुकलीन,Brooklyn
आमखेत,Aamkhet
सूरिनाम,Suriname
शांतुंग,Shandong
साम्य,equality
सं,together
जकड़,grip
प्रबन्धको,managers
संज्ञाहीन,unconscious
मकरानी,Makrani
एडवेंटिस्ट,Adventist
अनित्य,impermanent
तिथि,date
लवण,salt
ओएसिस,oasis
प्रतिहिंसा,revenge
एफ़,F
धर्मकीर्ति,Dharmakirti
मुन्किर,denier
अर्थबोध,comprehension
सुचनांक,index
जिस्ने,who
चयनकर्ताओं,selectors
सम्बन्ध,relation
हिन्दूवाद,Hindutva
शरीरक्रिया,physiology
षड्यन्त्र,conspiracy
मिस्रियों,Egyptians
हांफना,panting
चेंबूर,Chembur
उडा़न,flight
रथ,chariot
हेनरी,Henry
सिसिलियन,Sicilian
दाहिया,Dahiya
भागीपुर,Bhagipur
श्तात,State
तुलसीदल,Tulsidal
राहुकाल,Rahukalam
शिष्‍य,disciple
लंकाई,Lankan
फ्लोरोफोरे,fluorophore
जीवनोपरांत,posthumous
रायचौधुरी,Raychaudhuri
निहिल,nihil
मुरुदेश्वर,Murudeshwar
एलिफेंट,elephant
कोमनवेल्थ,Commonwealth
गंजे,bald
फ़ॉरवर्ड्स,forwards
दिखलाने,showing
दाऊपुर,Daulpur
बालोद्यान,garden
देवस्तुति,devotion
मीराज,Miraj
चौड़ाई,width
आइ,AI
पयर्टन,tourism
संगुटिकाओं,aggregates
मुनाफ़ा,profit
इम्यूनोफ्लोरेसेंस,immunofluorescence
शिवनंदन,Shivanandan
पवर्ग,Pavarga
चलनों,movements
रीचार्ज,recharge
सहकलाकार,coactor
कारवां,caravan
कुकड़ा,Kukda
जुबैदा,Zubaida
आईएमई,IME
चर्बल्लो,Charballo
क्रिस्टलन,crystallin
लंबाकार,elongated
पैदाईश,birth
क्लोरोक्विन,chloroquine
जानू,knee
किन्‍तु,but
आक्मेनीड,Achaemenid
रोंगाली,Rongali
असंयत,incoherent
बंगलो,bungalow
कर्ते,doer
सुहरावर्दी,Suhrawardi
जीएम,GM
लोक,Lok
आर्मेनियन,Armenian
सिल्लियाँ,ingots
सितारे,stars
पीतक,bile
वासिला,Vasila
मापित,measured
उद,Ud
विद्यापति,Vidyapati
पाथरी,Pathari
जायँ,go
लाइनिंग,lining
यांनी,they
अक्षरीकरण,transliteration
वैगन,wagon
अतिरऊ,Atyrau
डोबा,Doba
रसाभास,rhetoric
दिसम्बर,December
दुपहिया,two-wheeler
मुल्तानी,Multani
प्रतिलिपिकार,copyright
टफ्ट्स,Tufts
टेस्टिंग,testing
क्रीज,crease
ऋतुएं,seasons
लखपति,millionaire
एडना,Edna
रहीम,Rahim
यूनियन्स,unions
कैचिंग,catching
बामाक्षेपा,Bamakhepa
मैक्महोन,McMahon
सीनीसियम,Sinisium
कत्चल,Katchal
पद्मनाभदत्त,Padmanabhadatta
उदाहरणः,example
जलरोधक,waterproof
इफ,if
प्रिवेंशन,prevention
ड्रॉइड्स,droids
ट्राफी,trophy
अन्तःक्रिया,interaction
अंगरेजों,British
स्तंभक,coagulant
५६६,566
आरेखण,drafting
याल्टा,Yalta
स्ट्रगल,struggle
तल्वार,sword
सीस्मी,seismic
आवश्यक,necessary
डोलची,jar
अबूबक्र,AbuBakr
मुनाल,munal
मजबुर,forced
रामोपासना,Ramopasana
जीणमाता,Jeenmata
डाल्फिन,dolphin
पडयणि,Padayani
कोलियरी,colliery
उषवर,Ushavar
गोदियाँ,cradles
अनुप्रस्थ,transverse
अंतर्राष्ट्रीय,international
बेखबर,unaware
पर्चों,leaflets
ब्राइटन,Brighton
दायर,filed
तरंगाग्र,wavecrest
सांगवान,Sangwan
पराधीन,dependent
अरम्बोल,Arambol
लालभारतीय,LalBharatiya
प्रेमालाप,flirtation
अग्निवीणा,Agnivina
वालें,those
उपजात,subspecies
वाहीक,carrier
कांटा,thorn
हेमचन्द्र,Hemchandra
साधो,Sadhu
बाले,Bale
गतिविधि,activity
मर्सिएलेगो,Murcielago
अल्पावस्था,immaturity
रहमतपुर,Rahmatpur
गुटनबर्ग,Gutenberg
बिटिया,daughter
त्रिपुरारी,Tripurari
सेतुओ,Setuo
मंजुश्री,Manjushri
चमकी,shiny
साक्षे,witness
अपरिचितों,strangers
अनुक्रियाओं,reactions
सदनीय,sedan
हिदी,Hindi
अभिग्राही,receptor
बारंबार,repeatedly
मन्हवा,Manhwa
तरबगंज,Tarabganj
वस्तुवादी,realist
आसूचना,intelligence
अग्रक्रिया,precursor
बचाव,defense
तत्त्वार्थसूत्र,Tattvarthasutra
भारतीयो,Indians
मंगाने,ordering
खोज,search
टाइपोग्राफी,typography
जजमेंट,judgment
संख्यायों,numbers
फँसे,trapped
भाषाएं,languages
परिकल्पना,concept
मेघवंश,Meghavansh
अम्बा,Amba
पत्रदल,leaflet
जोखिमपूर्ण,risky
आधि,initial
कृतयुग,Kritayuga
प्रेसिडेंट्स,presidents
बदलावो,changes
बहिष्कार,boycott
पकड़वाने,capturing
बिना,without
अचर,inert
अलबारदेई,ElBaradei
ग्वाली,Gwali
उदगम,source
लंबक,pendulum
ईलियन,alien
शॉर्टकट,shortcut
बदमाश,rogue
वाष्पीय,vaporous
रियासतकालीन,princely
वाग्भट्ट,Vagbhatt
नौसादर,ammonium
वाइमर,Weimar
हायड्रा,Hydra
१६६२,1662
द्विपार्श्व,bilateral
पौने,quarter
पन्द्रहवें,fifteenth
आवश्यकताएं,requirements
उठापटक,turmoil
जनसंपर्क,publicity
राष्ट्रपतीय,presidential
मेनोन,Menon
शार्पविले,Sharpeville
केमेरो,Camero
इटैलियन,Italian
भाषानुवाद,translation
अनुपयुक्तता,inappropriateness
विशाखापट्टनम,Visakhapatnam
कशेरूका,vertebra
गुह्येश्वरी,Guhyeshwari
एक्सटेंसिबल,extensible
मंझोले,medium
नामधारी,Namdhari
फ्यूचर,future
प्रेस्टीज,prestige
फिलिप्स,Philips
पोल्यूशन,pollution
दावेदार,claimant
रैमिरेज़,Ramirez
दबते,pressed
ब्रजकिशोर,Brajkishor
मुरुद,Murud
चोपरा,Chopra
शेरुडुकपेन,Sherdukpen
ज्यूला,Jyula
संबंद्ध,affiliated
आणि,and
पायसन,Payson
नित्या,Nitya
मानिटोबा,Manitoba
मार्गदर्शक,guide
मनकों,beads
लेटेस्ट,latest
प्रोटॉन,proton
सुरः,Sura
तालजंघ,Talajangha
संदेशरासक,Sandesharasak
अरित्र,Aritra
कूका,Kuka
चोड़,wide
वाहिकीय,vascular
एनवायरमेंट,environment
बागपत,Baghpat
फीनयीन,Phinean
ऑलिव,olive
बरसा,rain
फ्रन्क,Frank
विष्णुस्त्वानयतु,Vishnustvanayatu
एकराट्तंत्र,Ekarattatantra
सेंक्चुरी,sanctuary
तिआन,Tian
पॉल्ट्री,poultry
नदाल,Nadal
ऍफ,F
आंत्रशोथ,enteritis
बैंब्यूसा,Bambusa
प्रभावशीलता,effectiveness
कोलोनेल,colonel
भूखा,hungry
लोनली,lonely
बेतरतीब,random
जगस्वामी,Jagaswami
खींचतान,tugging
नास्ति,Nasti
पैलियोजीन,Paleogene
संकल्पों,resolutions
वर्णमालाओं,alphabets
आईड,aid
खोलो,open
निर्मलक,Nirmalak
खदायी,excavation
ऑस्टेलिया,Australia
क्रिस्टीज़,Christie’s
अलायन्स,alliance
दरियागंज,Daryaganj
उपाघ्याय,Upadhyay
भाषी,speaker
मंगोलायड,Mongoloid
सायंकाल,evening
अरविंद,Arvind
खग्रास,total
कुण्डल,coil
ओसीआई,OCI
छेड़,tease
अस्थिपंजर,skeleton
heating,heating
सोलेनम,Solanum
पिंडर,Pindar
उपन्‍यासों,novels
भूमीय,terrestrial
यही,this
यहै,this
गुज्जर,Gujjar
सनक,obsession
राक,rock
सुत्तों,Suttas
लकिन,but
तत्पश्चात्,thereafter
कैंचियों,scissors
वज्रायुध,thunderbolt
बरता,used
नियोबियम,niobium
हाउसहोल्डर,householder
केशुभाई,Keshubhai
नाइटहुड,knighthood
फाइनांस,finance
मनोनित,nominated
शेफ़र,Schaefer
एक्स्टेंशन,extension
पीपे,barrels
लघुकृत,abridged
मल्हीपुर,Malhipur
कनरे,Kanre
निकटदृष्टि,myopia
अंज़ाम,result
अचल,immovable
पुनर्निर्माण,reconstruction
लोटी,returned
छायावादी,romantic
बख्तर,armor
रोमिका,Romika
बायोटिक,biotic
गुर्राहट,growl
रिसालत,message
हल्लाज,Hallaj
ताईवान,Taiwan
अक्कदी,Akkadian
अराध्य,adorable
गर्व,pride
घराट,watermill
विद्यारंभ,initiation
कानीराम,KaniRam
रोपकर,planting
ड्रंकेन,drunken
लीवरकुसेन,Leverkusen
रेनिगुंटा,Renigunta
विद्युदग्रों,electrodes
गोर्नो,Gorno
आइसेक,AIESEC
लुप्तप्राय,endangered
पंशिनेलो,Panchinello
निर्ममता,cruelty
अन्तर्गत्,within
छियालिस,forty-six
वर्षकार,Varsakar
फेकते,throw
पचार,preach
इमरजेंसी,emergency
दफ़नाने,burial
मैक्लिलैंड,McClelland
एंडोर्स,endorse
एक्सॉन,Exxon
बिसाउ,Bissau
डिक्सटन,Dickston
पब्लिसिटी,publicity
अल्काइल,alkyl
वेलिन,Wellin
रूबीना,Rubina
मनोसामाजिक,psychosocial
गर्तों,pits
देती,gives
साहिबा,Sahiba
अमूर्त,abstract
भीमबैठका,Bhimbetka
पैरिश,parish
नैटी,Nettie
साथे,together
